Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,13841,121762,8.797196734,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,13386,111622,8.338712087,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14401,118020,8.195264218,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14339,120315,8.390752493,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14877,118082,7.937218525,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15503,116844,7.536863833,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,16692,123909,7.42325665,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,16280,137161,8.42512285,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,12570,81822,6.509307876,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14578,98742,6.773357113,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15462,112120,7.251325831,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,14944,111803,7.481464133,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15558,111847,7.18903458,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15003,112625,7.506831967,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15690,122328,7.796558317,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15520,124434,8.017654639,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15999,123180,7.699231202,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15516,124247,8.007669502,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,80-89 years,15466,125369,8.106103711,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5012,50795,10.13467678,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5317,51776,9.73782208,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4419,45303,10.25186694,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4448,47030,10.57329137,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4873,47555,9.758875436,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4851,48008,9.896516182,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4953,46802,9.449222693,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5061,46508,9.189488243,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5744,50717,8.829561281,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5742,56215,9.790142807,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4177,30053,7.194876706,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,4927,37249,7.560178608,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5541,43045,7.768453348,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5543,47003,8.479704131,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5255,42351,8.059181732,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5326,44287,8.315245963,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5605,49865,8.896520963,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5941,52972,8.91634405,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,6040,53883,8.92102649,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5991,52585,8.777332666,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Female,90 years and over,5881,51319,8.726237035,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,356,2226,6.252808989,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,421,2377,5.64608076,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,405,2111,5.212345679,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,392,2680,6.836734694,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,338,1717,5.079881657,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,420,2853,6.792857143,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,422,2222,5.265402844,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,380,1964,5.168421053,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,355,2024,5.701408451,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,318,2038,6.408805031,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,237,1511,6.375527426,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,251,2661,10.60159363,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,309,1826,5.909385113,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,254,2275,8.956692913,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,322,1738,5.397515528,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,319,1720,5.39184953,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,309,1860,6.019417476,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,307,1723,5.61237785,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,353,2342,6.634560907,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,368,2110,5.733695652,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,0-9 years,390,1953,5.007692308,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,563,2424,4.305506217,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,549,2459,4.479052823,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,505,1634,3.235643564,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,567,1762,3.107583774,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,565,1884,3.334513274,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,495,1512,3.054545455,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,602,2006,3.332225914,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,592,2199,3.714527027,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,531,2309,4.348399247,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,557,2111,3.78994614,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,375,1527,4.072,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,509,1441,2.831041257,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,413,1525,3.692493947,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,432,1832,4.240740741,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,491,1575,3.207739308,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,508,2124,4.181102362,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,403,2029,5.034739454,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,404,1194,2.955445545,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,407,1274,3.13022113,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,476,2318,4.869747899,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,10-19 years,475,1651,3.475789474,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1309,4228,3.229946524,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1362,5230,3.839941263,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1539,5965,3.875893437,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1579,6008,3.804939835,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1511,5388,3.56585043,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1455,4603,3.163573883,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1665,5822,3.496696697,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1732,5448,3.145496536,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1562,5120,3.277848912,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1365,4136,3.03003663,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1186,3630,3.060708263,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1446,4117,2.847164592,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1252,3656,2.920127796,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1275,4035,3.164705882,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1602,4993,3.116729089,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1542,4876,3.162127108,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1321,5169,3.912944739,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1151,3384,2.940052129,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1333,4071,3.054013503,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1363,4262,3.126925899,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,20-29 years,1198,3615,3.017529215,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2181,8442,3.870701513,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2142,8660,4.042950514,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2264,8006,3.536219081,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2348,8231,3.505536627,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2420,8356,3.452892562,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2526,9609,3.8040380049999998,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2608,8938,3.427147239,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2536,8925,3.519321767,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2595,10285,3.963391137,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2394,9071,3.789055973,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2164,8666,4.004621072,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2596,8450,3.255007704,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2064,7683,3.722383721,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2428,7870,3.241350906,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2746,8942,3.256372906,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2727,9469,3.472313898,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2296,9060,3.945993031,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2120,7735,3.648584906,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2232,7835,3.510304659,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2319,8358,3.604139715,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,30-39 years,2200,7617,3.462272727,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3762,19611,5.21291866,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3571,17007,4.762531504,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3743,17666,4.719743521,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3670,16094,4.385286104,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3735,15849,4.243373494,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3876,15218,3.92621259,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3839,15827,4.1226882,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,4145,17312,4.176598311,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3751,15538,4.142362037,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3790,17190,4.535620053,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3557,12745,3.583075626,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,4019,16352,4.068673799,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3671,15489,4.219286298,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3871,16181,4.180056833,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,4061,15136,3.727160798,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3937,15952,4.051816104,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3738,16381,4.382289995,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3432,14461,4.213578089,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3327,15303,4.599639315,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3478,14316,4.116158712,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,40-49 years,3311,15887,4.798248263,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6839,32996,4.824681971,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6844,34053,4.975599065,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6919,33733,4.875415522,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7148,32428,4.536653609,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7292,35901,4.923340647,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7279,32953,4.527132848,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7638,34207,4.478528411,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7726,37536,4.858400207,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7746,36946,4.769687581,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7427,36084,4.858489296,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6667,29353,4.402729864,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7396,32678,4.418334235,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7417,33845,4.5631657,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7597,34251,4.508490193,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7884,36867,4.676179604,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7575,37628,4.967392739,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7438,37886,5.093573541,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6840,35199,5.146052632,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,7148,35394,4.951594852,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6872,35054,5.100989523,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,50-59 years,6645,34133,5.136644093,NA,0,0,NA,z,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10222,57052,5.581295246,NA,0,0,NA,z,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,9782,54808,5.602944183,NA,0,0,NA,z,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10030,54118,5.395613161,NA,0,0,NA,z,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,9667,52553,5.436329782,NA,0,0,NA,z,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10111,54520,5.392147166,NA,0,0,NA,z,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10466,54893,5.244888209,NA,0,0,NA,z,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10834,55295,5.103839764,NA,0,0,NA,z,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10876,54561,5.016642148,NA,0,0,NA,z,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10987,55264,5.02994448,NA,0,0,NA,z,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10674,57431,5.380457186,NA,0,0,NA,z,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,9081,43941,4.838784275,NA,0,0,NA,z,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10503,50912,4.84737694,NA,0,0,NA,z,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10367,53288,5.140156265,NA,0,0,NA,z,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10474,54315,5.185697919,NA,0,0,NA,z,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,11205,57478,5.129674253,NA,0,0,NA,z,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10959,57936,5.286613742,NA,0,0,NA,z,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,11013,60043,5.452011259,NA,0,0,NA,z,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10541,56567,5.366378901,NA,0,0,NA,z,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10809,60591,5.605606439,NA,0,0,NA,z,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,11305,62603,5.537638213,NA,0,0,NA,z,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Transfers,NA,Male,60-69 years,10379,57644,5.553906927,NA,0,0,NA,z,NA,2022,Q4
